TIME,P,TAVG,THA,THB,TCA,TCB,WRCA,WRCB,PSGA,PSGB,WFWA,WFWB,WSTA,WSTB,VOL,LVPZ,VOID,WLR,WUP,HUP,HLW,WHPI,WECS,QMWT,LSGA,LSGB,QMGA,QMGB,NSGA,NSGB,TBLD,WTRA,WTRB,TSAT,QRHR,LVCR,SCMA,SCMB,FRCL,PRB,PRBA,TRB,LWRB,DNBR,QFCL,WBK,WSPY,WCSP,HTR,MH2,CNH2,RHBR,RHMT,RHFL,RHRD,RH,PWNT,PWR,TFSB,TFPK,TF,TPCT,WCFT,WLPI,WCHG,RM1,RM2,RM3,RM4,RC87,RC131,STRB,STSG,STTB,RBLK,SGLK,DTHY,DWB,WRLA,WRLB,WLD,MBK,EBK,TKLV,FRZR,TDBR,MDBR,MCRT,MGAS,TCRT,TSLP,PPM,RRCA,RRCB,RRCO,WFLB
28290,19.0982151,209.6713104,208.6659851,208.6659698,203.2236633,203.2238007,218.642868,434.8033752,17.25891495,17.25891685,0,0,-0.000787736,0.000787736,57.04248047,0,78.47453308,79.94548035,0,2788.731201,2788.731201,0,0,61.69577026,10.63368225,10.63383293,4.722505569,9.445011139,15.92565918,15.92745018,0,0,0,209.6713104,0,-2.61583519,1.005333781,1.005350828,92.24588776,7.40250206,1.076002359,160.8448944,0.164456055,102.7873764,0,79.94548035,0,0,0,698.634401,15.83925343,-6.751639843,2.829303026,-1.725487232,-6.149999619,-11.79782391,0.659314096,2.131114721,-2960.650879,2226.666748,1884.44751,1229.938965,0,0,0,35.57335663,80.86730957,0.032999996,0.044,4487800.5,124866616,627.8845825,0,3.13927E-05,49528.80859,495874.7813,11.11690044,0.246298656,0,0,0,235211.2188,0,1600,59.51330185,100,0,0,0,50,179.265976,875.1640015,0.013238392,0.013163241,0.013188291,0
28300,19.13919067,209.7756958,208.7964478,208.7964325,203.4508972,203.4510193,217.1850281,434.8033752,17.32984352,17.32984352,0,0,-0.000787736,0.000787736,56.78049088,0,78.5734024,80.04768372,0,2788.778564,2788.778564,0,0,61.65148544,10.63480854,10.63496017,4.645132065,9.29026413,15.9389143,15.9407053,0,0,0,209.7756958,0,-2.642034054,0.979258239,0.979275227,92.24598694,7.413497448,1.076002479,160.9072876,0.164398789,102.7322845,0,80.04768372,0,0,0,703.4140788,15.94759464,-6.751639843,2.831591606,-1.73447907,-6.149999619,-11.80452728,0.659248114,2.129585028,-2982.388672,2226.666748,1890.156616,1229.991089,0,0,0,35.65060806,80.9420166,0.032999996,0.044,4487921,124884328,630.708313,0,3.13927E-05,49594.16797,495874.7813,11.16883659,0.247045696,0,0,0,235433.4375,0,1600,59.92045975,100,0,0,0,50,179.265976,875.1640015,0.013150122,0.013163241,0.013158868,0
28310,19.18129921,209.8830109,208.9234009,208.9233398,203.671463,203.6714935,215.7369843,431.9039307,17.39979744,17.39979935,0,0,-0.000787736,0.000787736,56.51807022,0,78.67242432,80.15364838,0,2788.82666,2788.82666,0,0,61.60858154,10.63591957,10.63607025,4.573219299,9.146438599,15.95197868,15.95376873,0,0,0,209.8830109,0,-2.668276787,0.959608316,0.959659159,92.24607849,7.424486637,1.076002359,160.9696503,0.164341241,102.6659393,0,80.15364838,0,0,0,708.1998096,16.05611038,-6.751639843,2.833941221,-1.743442416,-6.149999619,-11.81114101,0.659182131,2.128103018,-3004.104736,2226.666748,1895.847656,1230.044678,0,0,0,35.72810364,81.0167923,0.032999996,0.044,4488042,124902040,633.5429077,0,3.13927E-05,49659.67188,495874.7813,11.22096443,0.24779503,0,0,0,235655.9531,0,1600,60.32813263,100,0,0,0,50,179.265976,875.1640015,0.013062445,0.013075463,0.013071124,0
28320,19.22441673,209.9929047,209.0476685,209.0475616,203.88591,203.8858795,214.2983093,429.0234375,17.46884918,17.46885109,0,0,-0.000787736,0.000787736,56.25519562,0,78.77162933,80.26313019,0,2788.875488,2788.875488,0,0,61.56699753,10.63701248,10.63716316,4.50625515,9.0125103,15.96483707,15.96662712,0,0,0,209.9929047,0,-2.694564819,0.94523114,0.945332885,92.24617767,7.435421467,1.076002359,161.0317078,0.164284408,102.5939713,0,80.26313019,0,0,0,712.9917366,16.16478539,-6.751639843,2.836344719,-1.752377272,-6.149999619,-11.81767273,0.659116149,2.126666546,-3025.800049,2226.666748,1901.520508,1230.099609,0,0,0,35.80582428,81.09151459,0.032999996,0.044,4488163,124919752,636.3846436,0,3.13927E-05,49725.30469,495874.7813,11.27322674,0.248545736,0,0,0,235878.7813,0,1600,60.73633194,100,0,0,0,50,179.265976,875.1640015,0.012975337,0.012988258,0.012983952,0
28330,19.26841354,210.1050415,209.1695862,209.1696167,204.0943451,204.0945282,214.2983093,429.0234375,17.5370636,17.53706551,0,0,-0.001575352,0.001575352,55.99178696,0,78.87102509,80.37547302,0,2788.925537,2788.925537,0,0,61.52671432,10.63809109,10.63824272,4.443745136,8.887490273,15.97752285,15.97932625,0,0,0,210.1050415,0,-2.720905781,0.935448587,0.935414672,92.24627686,7.44635725,1.07600224,161.09375,0.164226875,102.5253448,0,80.37547302,0,0,0,717.7899977,16.27363205,-6.751639843,2.838794231,-1.761284113,-6.149999619,-11.82413006,0.659050226,2.125275135,-3047.475586,2226.666748,1907.175659,1230.15564,0,0,0,35.88378525,81.1662674,0.032999996,0.044,4488284,124937456,639.2363281,0,3.13927E-05,49791.07031,495874.7813,11.32568264,0.249298707,0,0,0,236101.9063,0,1600,61.14507294,100,0,0,0,50,179.265976,875.1640015,0.012975337,0.012988258,0.012983952,0
28340,19.31318855,210.2192078,209.2899628,209.289978,204.2975769,204.2976532,212.8686218,426.1609497,17.60280228,17.60280228,0,0,-0.000787736,0.000787736,55.72792053,0,78.97059631,80.49035645,0,2788.97583,2788.97583,0,0,61.4878273,10.63913345,10.63928413,4.388914585,8.77782917,15.98978806,15.9915781,0,0,0,210.2192078,0,-2.747292757,0.929243326,0.929226398,92.24638367,7.457280636,1.07600224,161.1557465,0.164169103,102.4433365,0,80.49035645,0,0,0,722.5947281,16.38252449,-6.751639843,2.841284513,-1.770165682,-6.149999619,-11.83052063,0.658984303,2.123931885,-3069.131836,2226.666748,1912.814697,1230.212524,0,0,0,35.96199417,81.2410202,0.032999996,0.044,4488405.5,124955168,642.098938,0,3.13927E-05,49856.96875,495874.7813,11.37832642,0.250054002,0,0,0,236325.3438,0,1600,61.55436707,100,0,0,0,50,179.265976,875.1640015,0.012888772,0.0129016,0.012897324,0
28350,19.35838509,210.3344879,209.4091949,209.4091644,204.4948425,204.4948425,211.4488525,423.318512,17.66399956,17.66399956,0,0,0,0,55.46352768,0,79.07036591,80.60675812,0,2789.026611,2789.026611,0,0,61.43837357,10.64009666,10.6402483,4.347702026,8.695404053,16.00113678,16.00291443,0,0,0,210.3344879,0,-2.773732424,0.925292969,0.925326884,92.24648285,7.468155861,1.07600224,161.217453,0.164111719,102.3773117,0,80.60675812,0,0,0,727.4055795,16.491539,-6.751639843,2.843796015,-1.779022813,-6.149999619,-11.83686638,0.65891844,2.122223616,-3090.768799,2226.666748,1918.438354,1230.270264,0,0,0,36.04043198,81.31575012,0.032999996,0.044,4488526.5,124972872,644.9693604,0,3.13927E-05,49923.00781,495874.7813,11.43111706,0.250810713,0,0,0,236549.0938,0,1600,61.96417999,100,0,0,0,50,179.265976,875.1640015,0.012802808,0.012815547,0.012811301,0
28360,19.40362549,210.4499359,209.5274506,209.5274048,204.6862335,204.686264,211.4488525,420.4952087,17.72471619,17.72471809,0,0,-0.001575352,0.001575352,55.19854736,0,79.17035675,80.72317505,0,2789.076904,2789.076904,0,0,61.3625946,10.64105129,10.64120293,4.307906151,8.615778923,16.01235008,16.01415253,0,0,0,210.4499359,0,-2.800230742,0.922478616,0.922529459,92.24658966,7.47903204,1.07600224,161.2791595,0.164053932,102.3577805,0,80.72317505,0,0,0,732.2187792,16.60066986,-6.751639843,2.846307516,-1.787855506,-6.149999619,-11.84318733,0.658852577,2.119606018,-3112.37207,2226.666748,1924.046387,1230.328003,0,0,0,36.11914063,81.39047241,0.032999996,0.044,4488648,124990600,647.8500977,0,3.13927E-05,49989.17969,495874.7813,11.4841032,0.251569867,0,0,0,236773.1875,0,1600,62.37419128,100,0,0,0,50,179.265976,875.1640015,0.012802808,0.012730074,0.012754319,0
28370,19.44883537,210.5652924,209.6446838,209.6447296,204.8720703,204.8722382,210.0385895,420.4952087,17.78496742,17.78496742,0,0,-0.001575352,0.001575352,54.93304062,0,79.27055359,80.83933258,0,2789.127197,2789.127197,0,0,61.28966522,10.64199734,10.64214897,4.269236565,8.538473129,16.02347183,16.02528763,0,0,0,210.5652924,0,-2.826781988,0.920613647,0.920562744,92.24669647,7.489907265,1.07600224,161.3408813,0.163995266,102.3365784,0,80.83933258,0,0,0,737.0336501,16.70986557,-6.751639843,2.848813534,-1.796663523,-6.149999619,-11.84949017,0.658786774,2.117086887,-3133.938721,2226.666748,1929.638672,1230.38562,0,0,0,36.19808197,81.46522522,0.032999996,0.044,4488769,125008320,650.7419434,0,3.13927E-05,50055.48047,495874.7813,11.53728676,0.252331436,0,0,0,236997.5781,0,1600,62.78434753,100,0,0,0,50,179.265976,875.1640015,0.012717419,0.012730074,0.012725856,0
28380,19.49410248,210.6807556,209.761261,209.7612,205.0533142,205.0534058,208.6374359,417.6902466,17.84475136,17.84475517,0,0,0,0,54.66697693,0,79.37094879,80.95594025,0,2789.176758,2789.176758,0,0,61.25270462,10.64293385,10.64308643,4.231829643,8.463659286,16.03451347,16.03630447,0,0,0,210.6807556,0,-2.853388548,0.919494629,0.919545531,92.24680328,7.500643253,1.076000094,161.4018097,0.163940206,102.2487411,0,80.95594025,0,0,0,741.8492504,16.81899071,-6.751639843,2.851318359,-1.804511547,-6.149999619,-11.85483265,0.65872097,2.115810156,-3155.475098,2226.666748,1934.621582,1230.447998,0,0,0,36.2772789,81.5399704,0.032999996,0.044,4488890,125026024,653.6377563,0,3.13927E-05,50121.92188,495874.7813,11.59054565,0.253092796,0,0,0,237222.2813,0,1600,63.19456482,100,0,0,0,50,179.265976,875.1640015,0.012632581,0.012645157,0.012640966,0
28390,19.53969955,210.7970581,209.8772583,209.8772125,205.2303162,205.2303925,207.2464447,414.9028931,17.90409279,17.90409279,0,0,0,0,54.40036392,0,79.47155762,81.07629395,0,2789.226807,2789.226807,0,0,61.23306656,10.64386272,10.64401531,4.196385384,8.392770767,16.04544258,16.04723549,0,0,0,210.7970581,0,-2.880050182,0.919799805,0.919850707,92.2469101,7.510402679,1.075983405,161.4572906,0.163912386,102.130661,0,81.07629395,0,0,0,746.6618771,16.92804909,-6.751639843,2.853837967,-1.811846256,-6.149999619,-11.85964775,0.658655226,2.115131855,-3177.001709,2226.666748,1939.278564,1230.506104,0,0,0,36.3567276,81.61469269,0.032999996,0.044,4489010.5,125043752,656.5186768,0,3.13927E-05,50188.49219,495874.7813,11.64354992,0.253846824,0,0,0,237447.3281,0,1600,63.60453033,100,0,0,0,50,179.265976,875.1640015,0.01254836,0.012560773,0.012556636,0
28400,19.58553314,210.9139709,209.9928131,209.9927368,205.4034424,205.4035187,207.2464447,412.1351624,17.96300697,17.96300697,0,0,0,0,54.13318634,0,79.5723877,81.2010498,0,2789.276611,2789.276611,0,0,61.20558929,10.64478493,10.64493656,4.162698746,8.325397491,16.05629158,16.05806923,0,0,0,210.9139709,0,-2.906768322,0.921156168,0.921240926,92.24701691,7.519185066,1.075951934,161.507309,0.163912743,102.0279694,0,81.2010498,0,0,0,751.4706085,17.0370369,-6.751639843,2.856367111,-1.819172263,-6.149999619,-11.86444473,0.658589482,2.114182711,-3198.517578,2226.666748,1943.930054,1230.564575,0,0,0,36.43637085,81.68943024,0.032999996,0.044,4489132.5,125061464,659.3355103,0,3.13927E-05,50255.17578,495874.7813,11.69541836,0.254574656,0,0,0,237672.7344,0,1600,64.01416016,100,0,0,0,50,179.265976,875.1640015,0.01254836,0.012476983,0.012500775,0
28410,19.63150215,211.03125,210.1078033,210.1078186,205.5727997,205.5729675,205.8637238,412.1352234,18.02150917,18.02151108,0,0,-0.001575352,0.001575352,53.86544037,0,79.67342377,81.32014465,0,2789.326172,2789.326172,0,0,61.1704216,10.64569759,10.64584923,4.130428314,8.260856628,16.06701279,16.06881523,0,0,0,211.03125,0,-2.933543444,0.923444986,0.923428059,92.24712372,7.529869556,1.075949073,161.5679474,0.163857028,101.9409027,0,81.32014465,0,0,0,756.2747177,17.14592552,-6.751639843,2.85890007,-1.826482773,-6.149999619,-11.86922264,0.658523738,2.112967968,-3220.018066,2226.666748,1948.571533,1230.623169,0,0,0,36.51623917,81.76416779,0.032999996,0.044,4489253,125079160,662.2351074,0,3.13927E-05,50321.98047,495874.7813,11.74875355,0.255332708,0,0,0,237898.3594,0,1600,64.42340088,100,0,0,0,50,179.265976,875.1640015,0.01246464,0.012476984,0.01247287,0
28420,19.67753792,211.1486969,210.222641,210.2225494,205.7390442,205.7391205,204.4903259,409.386261,18.07961273,18.07961464,0,0,-0.001575352,0.001575352,53.59714127,0,79.77466583,81.44024658,0,2789.375732,2789.375732,0,0,61.12779999,10.64660358,10.64675522,4.099386692,8.198773384,16.07766914,16.07947159,0,0,0,211.1486969,0,-2.96037364,0.926055908,0.926157653,92.24723053,7.540137291,1.075939059,161.6262665,0.163813248,101.8590698,0,81.44024658,0,0,0,761.0734973,17.25470734,-6.751639843,2.861433506,-1.833772063,-6.149999619,-11.87397766,0.658458054,2.111495733,-3241.499756,2226.666748,1953.199829,1230.681885,0,0,0,36.59635162,81.83891296,0.032999996,0.044,4489375,125096888,665.147644,0,3.13927E-05,50388.91016,495874.7813,11.80233288,0.256094247,0,0,0,238124.5313,0,1600,64.83218384,100,0,0,0,50,179.265976,875.1640015,0.012381483,0.012393762,0.012389669,0
28430,19.72352409,211.266037,210.337265,210.3371277,205.9024048,205.90242,203.1259003,406.6551514,18.13732529,18.13732719,0,0,-0.001575352,0.001575352,53.32823563,0,79.87613678,81.56230164,0,2789.424805,2789.424805,0,0,61.07807159,10.64750099,10.64765358,4.06924963,8.138464928,16.08824539,16.09003639,0,0,0,211.266037,0,-2.987264395,0.928785563,0.928921223,92.24732971,7.549586296,1.075916648,161.6800079,0.163792491,101.7889175,0,81.56230164,0,0,0,765.8662657,17.36338997,-6.751639843,2.863960505,-1.841038227,-6.149999619,-11.87871742,0.658392429,2.109777927,-3262.958496,2226.666748,1957.81311,1230.740601,0,0,0,36.67671585,81.91365814,0.032999996,0.044,4489496,125114608,668.0526733,0,3.13927E-05,50455.97266,495874.7813,11.85577965,0.256851315,0,0,0,238350.8906,0,1600,65.24046326,100,0,0,0,50,179.265976,875.1640015,0.01229887,0.012311081,0.012307012,0
28440,19.76939201,211.3831177,210.4516144,210.4514923,206.0630951,206.0630951,201.7714996,403.9414673,18.19465065,18.19465256,0,0,-0.001575352,0.001575352,53.0587616,0,79.97782135,81.68162537,0,2789.473389,2789.473389,0,0,61.02159119,10.64839268,10.64854431,4.039812088,8.079624176,16.09872055,16.10052299,0,0,0,211.3831177,0,-3.014212132,0.93149823,0.931616902,92.24743652,7.559958935,1.075906396,161.7389374,0.163744539,101.7300644,0,81.68162537,0,0,0,770.652369,17.47195625,-6.751639843,2.866477489,-1.84827888,-6.149999619,-11.88344097,0.658326805,2.107826948,-3284.391357,2226.666748,1962.4104,1230.799194,0,0,0,36.75730515,81.98846436,0.032999996,0.044,4489617.5,125132304,670.9680786,0,3.13927E-05,50523.15625,495874.7813,11.90941143,0.257610649,0,0,0,238577.6406,0,1600,65.64816284,100,0,0,0,50,179.265976,875.1640015,0.012216863,0.012228927,0.012224906,0
28450,19.81508827,211.4997253,210.5655823,210.5655975,206.2211609,206.2213135,201.7714996,403.9414368,18.25159264,18.25159454,0,0,-0.001575352,0.001575352,52.78873825,0,80.07971954,81.79847717,0,2789.521973,2789.521973,0,0,60.9587326,10.64927673,10.64942837,4.010937691,8.021841049,16.10911751,16.11091995,0,0,0,211.4997253,0,-3.041214943,0.934143066,0.934126139,92.24754333,7.57071209,1.075903296,161.7999725,0.163684413,101.6931229,0,81.79847717,0,0,0,775.4311815,17.58022881,-6.751639843,2.868981361,-1.855492234,-6.149999619,-11.88815117,0.65826124,2.10565567,-3305.794434,2226.666748,1966.990356,1230.857544,0,0,0,36.83813858,82.06323242,0.032999996,0.044,4489738.5,125150016,673.9370117,0,3.13927E-05,50590.46875,495874.7813,11.96399879,0.258388907,0,0,0,238804.7188,0,1600,66.05525208,100,0,0,0,50,179.265976,875.1640015,0.012216863,0.012228926,0.012224905,0
28460,19.86053276,211.6157227,210.679306,210.6792145,206.3769226,206.3769989,200.4252167,401.2469482,18.30816078,18.30816078,0,0,0,0,52.51813126,0,80.18183899,81.92102814,0,2789.56958,2789.56958,0,0,60.87946701,10.65015316,10.65030575,3.98240447,7.964808941,16.11943054,16.12124825,0,0,0,211.6157227,0,-3.068276167,0.936414957,0.936516702,92.24765015,7.579327106,1.075868845,161.8490448,0.163687095,101.6732178,0,81.92102814,0,0,0,780.2018253,17.68838501,-6.751639843,2.871467829,-1.862676263,-6.149999619,-11.89284801,0.658195674,2.102917671,-3327.164307,2226.666748,1971.551514,1230.915405,0,0,0,36.91919708,82.13803101,0.032999996,0.044,4489859.5,125167720,676.8300781,0,3.13927E-05,50657.91797,495874.7813,12.01724529,0.259136438,0,0,0,239032.0313,0,1600,66.4616394,100,0,0,0,50,179.265976,875.1640015,0.012135348,0.012147353,0.012143352,0
28470,19.90529442,211.7300415,210.7925262,210.7925568,206.5305786,206.5306091,199.0882111,398.571106,18.36434174,18.36434364,0,0,0,0,52.24695206,0,80.28416443,82.04343414,0,2789.616211,2789.616211,0,0,60.73854446,10.65102291,10.65117455,3.953257322,7.906514645,16.12968063,16.13145828,0,0,0,211.7300415,0,-3.095394135,0.937516987,0.937483072,92.24774933,7.587411404,1.075826764,161.8951569,0.163704887,101.7583694,0,82.04343414,0,0,0,784.9584979,17.79621887,-6.751639843,2.873914719,-1.869826317,-6.149999619,-11.89755058,0.658130109,2.098049879,-3348.47583,2226.666748,1976.091309,1230.972656,0,0,0,37.00046539,82.21283722,0.032999996,0.044,4489981,125185424,679.6806641,0,3.13927E-05,50725.46484,495874.7813,12.06973839,0.259866536,0,0,0,239259.875,0,1600,66.86683655,100,0,0,0,50,179.265976,875.1640015,0.012054395,0.012066344,0.012062361,0
28480,19.94918442,211.8421326,210.9052429,210.905304,206.6822968,206.6822815,197.7601318,395.9131165,18.42012024,18.42012215,0,0,-0.001575352,0.001575352,51.97518539,0,80.38671875,82.16105652,0,2789.661865,2789.661865,0,0,60.59249878,10.65188599,10.65203762,3.922898293,7.84576273,16.13981247,16.14161682,0,0,0,211.8421326,0,-3.122571468,0.936889648,0.936821878,92.24784851,7.596134663,1.07579267,161.9448547,0.163703725,101.8550644,0,82.16105652,0,0,0,789.698544,17.90369225,-6.751639843,2.87631011,-1.876939774,-6.149999619,-11.90226936,0.658064604,2.09300518,-3369.715088,2226.666748,1980.607788,1231.028809,0,0,0,37.08191681,82.28762054,0.032999996,0.044,4490102,125203144,682.5500488,0,3.13927E-05,50793.11328,495874.7813,12.12255859,0.260602325,0,0,0,239487.875,0,1600,67.27061462,100,0,0,0,50,179.265976,875.1640015,0.011973983,0.011985877,0.011981912,0
28490,19.9922123,211.9520264,211.0172729,211.0172882,206.8322144,206.8321381,196.4405975,393.2723694,18.47546005,18.47546387,0,0,-0.001575352,0.001575352,51.70286942,0,80.48948669,82.27266693,0,2789.706299,2789.706299,0,0,60.44224548,10.65274048,10.65289211,3.89143014,7.782825947,16.14988327,16.15166283,0,0,0,211.9520264,0,-3.1498034,0.934753418,0.93473649,92.24794769,7.605493546,1.075766683,161.9981079,0.163682878,101.9618149,0,82.27266693,0,0,0,794.421492,18.01077461,-6.751639843,2.878654957,-1.884016275,-6.149999619,-11.90700054,0.657999158,2.087815046,-3390.87915,2226.666748,1985.10083,1231.08374,0,0,0,37.16358566,82.36244965,0.032999996,0.044,4490223.5,125220840,685.5084839,0,3.13927E-05,50860.88281,495874.7813,12.17696762,0.261370748,0,0,0,239716.3281,0,1600,67.67294312,100,0,0,0,50,179.265976,875.1640015,0.011894088,0.01190593,0.011901983,0
28500,20.03443718,212.0598755,211.1282806,211.1283875,206.9801941,206.9802704,196.4406128,393.2723999,18.53035545,18.53035545,0,0,0,0,51.43079758,0,80.59214783,82.38189697,0,2789.749756,2789.749756,0,0,60.26827621,10.65358734,10.65373802,3.85904026,7.718080521,16.15984154,16.16162109,0,0,0,212.0598755,0,-3.177010536,0.931599975,0.931481302,92.24804688,7.614985943,1.075743318,162.0521088,0.163657963,102.1237183,0,82.38189697,0,0,0,799.1260319,18.11744499,-6.751639843,2.880952835,-1.890496492,-6.149999619,-11.91118336,0.657933712,2.081805706,-3411.964844,2226.666748,1989.215332,1231.137695,0,0,0,37.2454834,82.43724823,0.032999996,0.044,4490345,125238544,688.4364014,0,3.13927E-05,50928.76953,495874.7813,12.23082733,0.262125909,0,0,0,239944.9844,0,1600,68.07369995,100,0,0,0,50,179.265976,875.1640015,0.011894089,0.011905931,0.011901984,0
28510,20.07559776,212.1650391,211.2381897,211.2382965,207.1264496,207.1264801,195.1307373,390.6481323,18.58477974,18.58477974,0,0,0,0,51.16005707,0,80.69432068,82.48753357,0,2789.791504,2789.791504,0,0,60.05329895,10.65442467,10.6545763,3.825217009,7.650434017,16.16967583,16.17149162,0,0,0,212.1650391,0,-3.20408535,0.926852763,0.926751077,92.24814606,7.624205112,1.075714946,162.1045837,0.163640574,102.3475647,0,82.48753357,0,0,0,803.8060573,18.22353935,-6.751639843,2.883190155,-1.896374106,-6.149999619,-11.91482353,0.657868266,2.074379921,-3432.94751,2226.666748,1992.947144,1231.19043,0,0,0,37.32757568,82.51202393,0.032999996,0.044,4490467,125256256,691.4069214,0,3.13927E-05,50996.77734,495874.7813,12.2854538,0.262896031,0,0,0,240174.0156,0,1600,68.47236633,100,0,0,0,50,179.265976,875.1640015,0.011814779,0.011826484,0.011822582,0
28520,20.11560822,212.2672729,211.3468781,211.3469086,207.2711182,207.2711029,193.8291626,388.0435181,18.63871193,18.63871193,0,0,0,0,50.89052582,0,80.79602814,82.58925629,0,2789.832275,2789.832275,0,0,59.83449173,10.65525436,10.655406,3.789704323,7.579408646,16.17944145,16.1812458,0,0,0,212.2672729,0,-3.231038809,0.920393229,0.920359313,92.24823761,7.633543015,1.075688601,162.1577148,0.16361919,102.5830231,0,82.58925629,0,0,0,808.460007,18.32906723,-6.751639843,2.88536191,-1.902204037,-6.149999619,-11.91848183,0.65780288,2.066821814,-3453.821533,2226.666748,1996.64856,1231.241577,0,0,0,37.40986633,82.58682251,0.032999996,0.044,4490588.5,125273944,694.3696289,0,3.13927E-05,51064.90234,495874.7813,12.33993626,0.263661563,0,0,0,240403.2656,0,1600,68.86881256,100,0,0,0,50,179.265976,875.1640015,0.011735971,0.011747631,0.011743745,0
28530,20.15448189,212.3666077,211.4541626,211.4541473,207.4142609,207.4142151,192.5357819,385.4551086,18.6921196,18.69212151,0,0,-0.001575352,0.001575352,50.62205887,0,80.89733887,82.68985748,0,2789.871826,2789.871826,0,0,59.61228943,10.65607452,10.65622616,3.752587557,7.505175114,16.18908501,16.19090271,0,0,0,212.3666077,0,-3.257885695,0.91244173,0.912458658,92.24832153,7.642051697,1.075652957,162.2062073,0.16362223,102.829483,0,82.68985748,0,0,0,813.0874345,18.43397713,-6.751639843,2.887469053,-1.907985449,-6.149999619,-11.92215538,0.657737553,2.059146404,-3474.583252,2226.666748,2000.319336,1231.291382,0,0,0,37.49236298,82.66162872,0.032999996,0.044,4490709.5,125291640,697.2973022,0,3.13927E-05,51133.14453,495874.7813,12.39379978,0.264412642,0,0,0,240632.8594,0,1600,69.26300049,100,0,0,0,50,179.265976,875.1640015,0.011657659,0.011669271,0.0116654,0
28540,20.19168472,212.4629822,211.5598755,211.5598602,207.5558319,207.5558167,191.2519226,382.8830261,18.74498367,18.74498367,0,0,0,0,50.35451889,0,80.99829865,82.78694916,0,2789.909424,2789.909424,0,0,58.18996811,10.6568861,10.65703773,3.713968992,7.427937984,16.19863319,16.2004509,0,0,0,212.4629822,0,-3.284639835,0.903099954,0.903116882,92.24841309,7.650425434,1.075615525,162.2539368,0.163628921,105.2088928,0,82.78694916,0,0,0,817.6616014,18.53767204,-6.751639843,2.889510393,-1.913689375,-6.149999619,-11.92581844,0.657672226,2.010016203,-3495.200195,2226.666748,2003.940918,1231.339722,0,0,0,37.57504272,82.73643494,0.032999996,0.044,4490830.5,125309352,700.2265625,0,3.13927E-05,51201.48828,495874.7813,12.44767952,0.265162826,0,0,0,240862.6563,0,1600,69.65265656,100,0,0,0,50,179.265976,875.1640015,0.011579924,0.011591403,0.011587577,0
28550,20.21645546,212.5263977,211.6620789,211.6620941,207.6958618,207.6958771,191.2518768,380.3297729,18.79706764,18.79706955,0,0,-0.001575352,0.001575352,50.085289,0,81.09989166,82.84268951,0,2789.934326,2789.934326,0,0,57.79193115,10.65768433,10.65783596,3.645418167,7.290802002,16.20804787,16.20982552,0,0,0,212.5263977,0,-3.311563253,0.864325643,0.864308715,92.24846649,7.658390045,1.075572968,162.2993622,0.163648069,105.8435669,0,82.84268951,0,0,0,822.0394142,18.63690567,-6.751639843,2.890852213,-1.918081284,-6.149999619,-11.92886925,0.6576069,1.99626708,-3515.001709,2226.666748,2006.72937,1231.37207,0,0,0,37.65786362,82.81121826,0.032999996,0.044,4490951,125327016,703.1417236,0,3.13927E-05,51269.94922,495874.7813,12.50129986,0.265906543,0,0,0,241092.8125,0,1600,70.02558136,100,0,0,0,50,179.265976,875.1640015,0.011579921,0.011514106,0.011536045,0
28560,20.2424202,212.5924683,211.7595825,211.7596283,207.8341522,207.8342438,189.9759827,380.329895,18.84817314,18.84817314,0,0,0,0,49.81669235,0,81.20124817,82.90181732,0,2789.959961,2789.959961,0,0,57.77450562,10.65846729,10.65861893,3.580365658,7.160731316,16.21725464,16.21904564,0,0,0,212.5924683,0,-3.338423729,0.832892537,0.832841694,92.24852753,7.666353703,1.075529933,162.3448029,0.163666502,105.786026,0,82.90181732,0,0,0,826.4113587,18.73601151,-6.751639843,2.892248869,-1.921924114,-6.149999619,-11.93131542,0.657541633,1.995665193,-3534.779053,2226.666748,2009.169312,1231.405029,0,0,0,37.74080658,82.88605499,0.032999996,0.044,4491072,125344680,706.0632935,0,3.13927E-05,51338.50781,495874.7813,12.55502892,0.266651601,0,0,0,241322.9688,0,1600,70.39800262,100,0,0,0,50,179.265976,875.1640015,0.011502668,0.01151411,0.011510297,0
28570,20.26971436,212.6619568,211.8534241,211.8534546,207.9707947,207.9708405,188.7092133,377.7921448,18.898386,18.89838791,0,0,0,0,49.5488472,0,81.30232239,82.96530151,0,2789.987305,2789.987305,0,0,57.75810242,10.65923405,10.65938663,3.521080971,7.042161942,16.22626686,16.22808266,0,0,0,212.6619568,0,-3.365208149,0.808529317,0.808495462,92.24858856,7.67431879,1.075487256,162.3902435,0.163684383,105.713089,0,82.96530151,0,0,0,830.778662,18.83501816,-6.751639843,2.893716097,-1.925762415,-6.149999619,-11.9336853,0.657476366,1.995098591,-3554.548096,2226.666748,2011.606201,1231.439697,0,0,0,37.8238678,82.96089172,0.032999996,0.044,4491193,125362360,708.9918213,0,3.13927E-05,51407.16016,495874.7813,12.60887241,0.267398328,0,0,0,241553.1875,0,1600,70.77003479,100,0,0,0,50,179.265976,875.1640015,0.011425968,0.011437282,0.011433511,0
