Area,No. of Bedrooms,Resale,MaintenanceStaff,Price
590,1,1,9,21000000
910,2,1,9,5299000
905,2,1,9,4399000
615,1,1,9,5599000
905,2,1,9,5990000
905,2,1,9,5299000
645,1,1,9,9000000
720,1,1,9,9750000
630,2,1,9,27500000
1500,3,0,9,9500000
650,1,1,9,14500000
890,2,1,9,7000000
410,1,1,9,9000000
585,1,1,9,10000000
610,1,1,9,8000000
580,1,1,9,14500000
820,2,1,9,9800000
595,1,1,9,10000000
610,1,1,9,15000000
1020,2,1,9,22000000
1614,3,0,9,8500000
580,1,1,9,2200000
500,1,1,9,4550000
860,2,0,9,19800000
1130,2,1,9,8500000
500,1,0,9,19500000
1150,2,0,9,2800000
690,1,0,9,16500000
756,2,0,9,28500000
1485,3,0,9,9750000
630,2,1,9,27500000
1500,3,0,9,23500000
1100,3,1,9,8500000
580,1,0,9,8600000
590,1,1,9,11500000
650,1,1,9,12000000
785,2,0,9,14200000
780,2,1,9,14500000
710,2,1,9,16000000
1044,3,1,9,9500000
650,1,1,9,14500000
890,2,1,9,7000000
410,1,1,9,9000000
585,1,1,9,10000000
610,1,1,9,8000000
580,1,1,9,14500000
820,2,1,9,9800000
595,1,1,9,10000000
610,1,1,9,15000000
1020,2,1,9,8000000
1100,2,1,9,34000000
1555,3,1,9,22500000
1700,3,1,9,9000000
650,1,1,9,6500000
400,1,1,9,5325000
325,1,1,9,9500000
635,1,1,9,15000000
950,2,1,9,8700000
705,2,1,9,3049000
569,2,0,9,2099000
387,1,0,9,3500000
646,3,0,9,4499000
518,2,0,9,3372000
412,1,0,9,3446000
426,1,0,9,4656000
536,2,0,9,5499000
579,2,0,9,4621000
532,2,0,9,3500000
433,1,0,9,13500000
900,2,1,9,18500000
1285,3,1,9,17500000
1500,3,1,9,16500000
1050,3,1,9,11800000
1080,2,1,9,7000000
650,1,1,9,7000000
650,1,1,9,42500000
2400,3,1,9,7100000
950,2,1,9,7800000
950,2,1,9,17000000
775,2,0,9,2400000
585,1,1,9,2400000
585,1,1,9,71500000
1600,3,1,9,15000000
880,2,1,9,13700000
697,2,0,9,8800000
1100,2,1,9,22500000
935,2,0,9,14500000
580,2,0,9,27500000
1196,3,0,9,16500000
980,2,1,9,8600000
695,1,1,9,9000000
575,1,1,9,22500000
1350,2,0,9,8200000
725,1,1,9,8100000
720,1,1,9,8298999
700,1,1,9,7598999
750,1,1,9,11000000
900,2,1,9,7998999
690,1,1,9,7798999
700,1,1,9,7898999
680,1,1,9,11500000
1100,2,1,9,7998999
700,1,1,9,18500000
1676,3,1,9,11000000
750,1,1,9,42500000
2400,3,1,9,7100000
950,2,1,9,7800000
950,2,1,9,17000000
775,2,0,9,2400000
585,1,1,9,9000000
750,1,1,9,4900000
239,1,0,9,5700000
283,1,0,9,6351000
352,1,0,9,6900000
440,1,0,9,24500000
1350,3,0,9,24500000
1350,3,0,9,22500000
1250,3,1,9,40000000
1700,4,1,9,8400000
515,1,1,9,9000000
570,1,0,9,13500000
820,2,0,9,4800000
855,2,0,9,3300000
600,1,0,9,4500000
880,2,0,9,4500000
600,1,0,9,9800000
580,1,0,9,2000000
425,1,1,9,44500000
1950,3,1,9,2350000
425,1,1,9,7598999
400,2,0,9,9800000
599,2,0,9,27400000
1552,4,0,9,14600000
958,3,0,9,18500000
1174,3,0,9,8000000
419,1,0,9,12800000
705,2,0,9,13500000
931,3,0,9,4200000
350,1,1,9,9000000
750,1,1,9,4900000
239,1,0,9,5700000
283,1,0,9,6351000
352,1,0,9,6900000
440,1,0,9,24500000
1350,3,0,9,24500000
1350,3,0,9,22500000
1250,3,1,9,40000000
1700,4,1,9,8400000
515,1,1,9,9000000
570,1,0,9,13500000
820,2,0,9,4800000
855,2,0,9,3300000
600,1,0,9,4500000
880,2,0,9,4500000
600,1,0,9,9800000
580,1,0,9,2000000
425,1,1,9,44500000
1950,3,1,9,2350000
425,1,1,9,35000000
1700,3,1,9,15200000
680,2,0,9,14500000
950,2,0,9,26000000
1280,2,1,9,18000000
704,2,0,9,3700000
300,1,1,9,3700000
300,1,1,9,3400000
300,1,1,9,7500000
495,1,1,9,6850000
1050,2,1,9,4000000
650,1,1,9,3000000
550,1,1,9,4550000
650,1,1,9,3990000
650,1,1,9,4000000
650,1,1,9,4000000
650,1,1,9,4151000
650,1,1,9,4225000
650,1,1,9,4140999
650,1,1,9,3000000
550,1,1,9,4000000
650,1,1,9,6500000
525,1,1,9,16100000
675,2,0,9,9800000
540,2,0,9,7700000
1110,2,1,9,27500000
1000,2,1,9,110000000
3000,4,0,9,7209999
900,2,0,9,5637000
650,1,0,9,13200000
1500,3,0,9,9450000
1080,2,0,9,5150000
720,1,0,9,6500000
450,1,1,9,27900000
1086,3,0,9,18900000
925,2,0,9,13899999
505,1,0,9,31800000
1046,3,0,9,46200000
1507,4,0,9,10800000
1260,2,0,9,10700000
1240,2,1,9,10600000
1230,2,0,9,16500000
646,2,0,9,27500000
1056,3,0,9,22000000
858,2,0,9,31300000
1043,3,0,9,8920000
749,1,0,9,7320000
746,1,0,9,13100000
1140,2,0,9,13100000
1140,2,0,9,21700000
707,2,0,9,27799999
944,3,0,9,13899999
614,2,0,9,52100000
1104,3,0,9,14300000
686,2,0,9,24600000
1182,3,0,9,34800000
750,2,0,9,36500000
1620,3,0,9,2150000
655,1,1,9,2150000
655,1,1,9,2150000
655,1,1,9,2250000
655,1,1,9,2400000
700,1,0,9,3100000
920,2,1,9,2399000
700,1,0,9,2000000
610,1,0,9,2190000
655,1,0,9,3200000
820,2,0,9,3600000
910,2,0,9,2450000
550,1,0,9,3100000
920,2,1,9,2650000
650,1,0,9,9800000
1170,2,0,9,8600000
1026,2,0,9,11399999
1341,3,0,9,5700000
710,1,1,9,7800000
1010,2,1,9,6700000
775,1,1,9,5600000
693,1,0,9,7600000
972,2,0,9,10600000
1386,3,0,9,5600000
788,1,1,9,10400000
1365,3,1,9,7700000
1046,2,0,9,5300000
710,1,0,9,7320000
999,2,0,9,5518000
677,1,1,9,5500000
720,1,1,9,8250000
1060,2,0,9,7800000
1010,2,1,9,6120000
720,1,0,9,5650000
780,1,0,9,6200000
730,1,0,9,8500000
1048,2,0,9,7650000
982,2,0,9,5700000
770,1,1,9,7650000
1020,2,1,9,6200000
750,1,0,9,6000000
621,2,0,9,5500000
525,2,0,9,4000000
424,1,0,9,26000000
923,2,0,9,22200000
930,2,0,9,7500000
1015,2,1,9,64300000
1259,3,0,9,4850000
300,1,1,9,2500000
450,1,1,9,39100000
707,2,0,9,60500000
1195,3,0,9,34700000
832,2,0,9,36500000
965,3,0,9,25200000
1250,2,1,9,105000000
2800,4,1,9,3500000
650,1,1,9,4150000
650,1,1,9,7150000
1050,2,1,9,10500000
420,1,0,9,14600000
586,2,0,9,3500000
650,1,1,9,3500000
650,1,1,9,3500000
650,1,1,9,4000000
650,1,1,9,6800000
1050,2,1,9,3500000
650,1,1,9,8700000
580,1,1,9,10800000
550,1,1,9,13000000
760,2,1,9,2300000
350,1,1,9,9000000
650,1,1,9,9000000
650,1,1,9,8200000
610,1,1,9,8700000
585,1,1,9,10000000
600,1,1,9,15500000
900,2,1,9,31500000
1600,3,0,9,8800000
650,1,1,9,21500000
1350,3,1,9,8400000
605,1,1,9,2500000
615,1,1,9,2500000
615,1,1,9,82000000
2044,3,1,9,5000000
950,2,1,9,21200000
859,3,0,9,25200000
969,3,0,9,18900000
710,2,0,9,20500000
1015,3,0,9,54200000
1174,3,0,9,55400000
1179,3,0,9,55700000
1181,3,0,9,60700000
1234,3,0,9,79200000
1648,4,0,9,62100000
1305,3,0,9,85600000
1705,4,0,9,54500000
1142,3,0,9,65500000
1344,3,0,9,68100000
1418,3,0,9,59500000
1210,3,0,9,27000000
1550,3,1,9,26000000
1250,3,1,9,2999000
550,1,1,9,5100000
650,1,1,9,4000000
650,1,1,9,4099000
650,1,1,9,4400000
650,1,1,9,12000000
700,1,1,9,11700000
560,2,0,9,13899999
720,2,0,9,14500000
721,2,0,9,16700000
1050,2,1,9,16000000
1053,2,1,9,16800000
1054,2,1,9,16500000
1054,2,1,9,16399999
1050,2,1,9,16500000
1053,2,1,9,6200000
310,1,1,9,8500000
575,1,0,9,22000000
1400,3,0,9,18200000
980,2,0,9,19500000
1300,3,0,9,11000000
450,1,1,9,21500000
1650,3,0,9,17500000
1350,3,0,9,17500000
1350,3,0,9,20000000
711,2,0,9,25500000
921,3,0,9,33500000
1112,3,0,9,23900000
1042,2,0,9,6000000
1000,2,0,9,30000000
1200,3,1,9,67000000
2500,4,1,9,42500000
1850,3,1,9,8016000
809,2,0,9,4043000
408,1,0,9,4498000
454,1,0,9,8294000
834,2,0,9,6242000
630,2,0,9,6242000
630,2,0,9,17500000
1775,3,0,9,15300000
1275,2,0,9,11000000
1166,2,0,9,17700000
1338,3,0,9,60000000
1118,3,0,9,110000000
2550,4,0,9,99000000
2073,3,0,9,9500000
650,1,1,9,9000000
1150,2,1,9,2800000
550,1,1,9,3300000
550,1,1,9,9200000
620,1,1,9,18000000
1010,2,1,9,8000000
490,1,1,9,11700000
430,1,0,9,17400000
624,2,0,9,30400000
957,3,0,9,31000000
1300,3,1,9,69900000
2005,4,0,9,57200000
1655,3,0,9,30000000
1450,2,1,9,8300000
725,1,0,9,45199999
1473,3,0,9,9500000
457,1,0,9,9900000
480,1,0,9,9900000
480,1,0,9,13300000
599,2,0,9,14800000
669,2,0,9,18900000
1350,3,0,9,16000000
1039,2,0,9,7950000
1060,2,0,9,5400000
720,1,0,9,8500000
980,2,0,9,37400000
1224,3,0,9,56500000
1859,4,0,9,20000000
551,2,0,9,7800000
930,2,1,9,8600000
965,2,1,9,30000000
797,3,0,9,6700000
950,2,1,9,9500000
1050,2,1,9,9300000
960,2,1,9,9300000
960,2,1,9,9700000
1100,2,1,9,8500000
1050,2,1,9,9041000
1530,3,0,9,9167000
1490,3,0,9,7881000
1295,2,0,9,5686000
1017,2,0,9,10500000
620,1,0,9,10600000
650,1,0,9,10800000
650,1,0,9,6000000
730,1,0,9,12200000
1235,3,0,9,10800000
1200,2,0,9,6400000
693,1,0,9,6400000
674,1,0,9,14500000
1250,2,1,9,7700000
995,2,0,9,5200000
665,1,0,9,17900000
1300,2,1,9,11500000
1100,2,0,9,9500000
981,2,0,9,13500000
1386,3,0,9,6500000
693,1,0,9,9500000
981,1,0,9,13899999
750,1,1,9,8900000
1185,3,0,9,7900000
1020,2,0,9,5200000
690,1,0,9,5200000
690,1,0,9,5300000
300,1,1,9,6500000
1300,2,0,9,27500000
1180,3,0,9,27500000
1180,3,0,9,14000000
768,2,1,9,5200000
340,1,1,9,4100000
340,1,1,9,4100000
355,1,1,9,3800000
350,1,1,9,4100000
350,1,1,9,3900000
380,1,1,9,3900000
350,1,1,9,5200000
410,1,1,9,3900000
340,1,1,9,4200000
350,1,1,9,4000000
350,1,1,9,4100000
340,1,1,9,4200000
340,1,1,9,4000000
350,1,1,9,4100000
350,1,1,9,4000000
350,1,1,9,3700000
335,1,1,9,3800000
335,1,1,9,3800000
340,1,1,9,3800000
340,1,1,9,52600000
833,2,0,9,84500000
1409,3,0,9,30200000
1145,3,0,9,50800000
1815,4,0,9,36000000
930,2,0,9,39000000
1147,3,0,9,71500000
1680,4,0,9,58000000
1500,3,0,9,101800000
2400,4,0,9,47800000
815,2,0,9,51300000
1096,3,0,9,20900000
667,2,0,9,10000000
479,1,0,9,17300000
845,2,0,9,21600000
1202,3,0,9,32700000
1763,4,0,9,4600000
665,1,1,9,7400000
800,2,1,9,59000000
2250,3,1,9,38000000
1350,2,1,9,22000000
1250,2,1,9,8628000
654,2,0,9,9167000
686,2,0,9,9745000
732,2,0,9,10000000
762,2,0,9,8200000
608,2,0,9,11000000
837,2,0,9,9013000
682,2,0,9,12000000
931,3,0,9,10800000
816,3,0,9,2200000
650,1,1,9,2099000
882,1,1,9,6000000
750,2,1,9,7200000
1300,2,0,9,6700000
1200,2,0,9,4750000
900,2,1,9,16000000
2020,3,1,9,4700000
800,2,1,9,4600000
910,2,1,9,7500000
950,2,1,9,4500000
930,2,1,9,8900000
1690,3,1,9,4900000
900,2,1,9,13100000
2700,4,1,9,13100000
2700,4,1,9,6900000
1400,2,1,9,9300000
1800,3,1,9,9500000
1800,3,1,9,4450000
600,1,1,9,3800000
700,1,1,9,6800000
1400,2,1,9,13500000
650,1,0,9,12000000
680,2,1,9,8200000
550,1,1,9,11500000
780,2,1,9,37500000
1600,3,0,9,11000000
625,1,1,9,18000000
950,3,1,9,15000000
990,2,1,9,8200000
550,1,1,9,14000000
700,2,1,9,12500000
815,2,1,9,12500000
570,1,1,9,25000000
1160,3,1,9,8200000
485,1,1,9,14000000
800,2,1,9,21800000
768,2,0,9,27500000
1055,3,0,9,27500000
1055,3,0,9,43500000
1466,4,0,9,47500000
1906,4,0,9,150000000
3100,5,1,9,19700000
709,2,0,9,19700000
709,2,0,9,27100000
980,3,0,9,35400000
1418,4,0,9,28500000
1050,2,1,9,16100000
627,2,0,9,21700000
894,3,0,9,6200000
480,1,1,9,45199999
2800,4,1,9,7500000
420,1,1,9,18000000
1400,2,1,9,26000000
955,2,0,9,39800000
2525,4,1,9,42500000
1350,3,1,9,11700000
1440,3,0,9,11700000
1440,3,0,9,12600000
650,1,1,9,10000000
600,1,1,9,10000000
585,1,1,9,16500000
1220,2,1,9,9500000
650,1,1,9,22500000
900,2,1,9,72000000
2800,5,1,9,55000000
1500,3,1,9,55000000
1500,3,1,9,16500000
750,2,1,9,15500000
950,2,1,9,18500000
1100,2,1,9,22500000
961,2,1,9,20299999
638,2,1,9,27000000
949,3,0,9,80000000
2475,4,0,9,46500000
1500,3,1,9,27500000
1270,3,1,9,17500000
980,2,1,9,14500000
850,2,0,9,7500000
600,1,1,9,21500000
950,2,1,9,18500000
1100,2,1,9,18000000
1100,2,1,9,5100000
675,1,0,9,4700000
675,1,0,9,8844000
1051,2,0,9,15400000
670,2,0,9,19000000
890,3,0,9,22000000
1100,3,0,9,7290000
950,2,0,9,7290000
950,2,0,9,23000000
1250,2,1,9,36000000
1900,3,1,9,24000000
1300,2,1,9,4850000
411,1,0,9,11100000
886,2,0,9,12000000
1046,2,0,9,13300000
1158,2,0,9,18800000
1662,3,0,9,10800000
928,2,0,9,17500000
750,2,1,9,6787000
850,2,0,9,2400000
585,1,1,9,8100000
729,1,0,9,12000000
750,1,1,9,16000000
750,2,1,9,25600000
902,2,0,9,47500000
1440,3,1,9,27000000
1100,2,1,9,13500000
1015,2,1,9,60000000
1200,2,1,9,9500000
1050,2,1,9,5500000
558,1,1,9,7200000
961,2,1,9,3000000
450,1,1,9,4500000
680,1,1,9,7198999
1150,2,1,9,7500000
1150,2,1,9,3000000
550,1,1,9,4000000
650,1,1,9,8700000
950,2,1,9,8500000
1150,2,1,9,8000000
1150,2,1,9,6800000
710,2,1,9,5500000
681,1,1,9,8200000
1025,2,1,9,7884000
1080,2,1,9,8000000
1050,2,1,9,12000000
1275,3,1,9,8000000
1050,2,1,9,5800000
700,1,1,9,5500000
650,1,1,9,8200000
1015,2,1,9,9500000
1185,3,1,9,8600000
950,2,1,9,18200000
941,2,0,9,25000000
1189,3,0,9,35700000
1710,4,0,9,28000000
1003,2,0,9,31700000
1166,2,0,9,39000000
1509,3,0,9,19000000
1035,2,0,9,22300000
1355,3,0,9,3100000
581,1,0,9,4300000
843,2,0,9,6400000
495,1,0,9,9100000
690,2,0,9,9000000
676,2,0,9,11900000
1020,3,0,9,20800000
1214,3,0,9,20800000
1639,3,0,9,33000000
2519,4,0,9,16200000
1050,2,0,9,16200000
1050,2,0,9,2250000
590,1,1,9,2300000
550,1,1,9,2300000
550,1,1,9,9500000
750,1,1,9,14500000
800,2,1,9,9500000
575,1,1,9,19000000
750,2,1,9,18000000
1300,3,1,9,29500000
1500,3,1,9,38000000
1400,3,1,9,17000000
950,2,1,9,8200000
1015,2,1,9,22500000
1654,3,1,9,22500000
1654,3,1,9,5500000
400,1,1,9,7500000
650,1,1,9,18000000
1125,2,1,9,12000000
900,2,1,9,12600000
750,2,1,9,9000000
550,1,1,9,12700000
750,2,1,9,8800000
600,1,1,9,6000000
693,1,1,9,9000000
1060,2,1,9,9000000
1060,2,1,9,8600000
1100,2,1,9,8600000
1100,2,1,9,4200000
640,1,0,9,4200000
640,1,0,9,9000000
1031,2,1,9,9000000
1031,2,1,9,10000000
1100,2,1,9,5600000
620,1,1,9,5600000
620,1,1,9,8600000
615,1,1,9,23500000
1310,1,1,9,8000000
605,1,1,9,21500000
1250,1,1,9,19100000
1205,1,1,9,21700000
1250,1,1,9,19200000
1205,1,1,9,19200000
1205,1,1,9,21500000
1300,1,1,9,19000000
1205,1,1,9,7500000
682,1,1,9,21000000
1425,1,1,9,21000000
1425,2,1,9,13500000
1092,1,1,9,8500000
1080,2,1,9,10500000
980,2,1,9,10500000
980,2,1,9,6500000
685,1,1,9,6500000
685,1,1,9,29000000
1120,2,1,9,15500000
1525,3,1,9,13500000
1370,3,1,9,13500000
1370,3,1,9,9000000
1150,2,1,9,9000000
1150,2,1,9,14000000
1250,3,1,9,14000000
810,2,0,9,11000000
642,1,0,9,51500000
2360,4,0,9,45500000
1620,3,0,9,90399999
3150,3,0,9,6000000
335,1,0,9,35700000
1728,3,0,9,23000000
1250,3,0,9,20500000
1040,2,0,9,27000000
1560,3,0,9,15500000
927,2,0,9,22500000
1835,3,1,9,9500000
1050,2,1,9,8500000
600,1,1,9,2750000
450,1,1,9,7200000
1050,2,1,9,9000000
1550,2,1,9,7000000
1100,2,1,9,7500000
1150,2,1,9,4000000
650,1,1,9,3950000
630,1,0,9,4500000
680,1,1,9,14500000
1335,3,0,9,95000000
3100,4,1,9,15500000
1450,3,1,9,28500000
1289,3,0,9,7500000
920,2,1,9,8500000
1220,2,1,9,5600000
560,1,1,9,9000000
1060,2,1,9,24000000
1290,2,1,9,9500000
600,1,1,9,17500000
650,2,1,9,17200000
1100,2,1,9,5499000
500,1,0,9,15000000
600,2,1,9,21000000
1190,2,1,9,6500000
630,1,1,9,7000000
950,2,1,9,17500000
1020,2,1,9,17500000
1020,2,1,9,4000000
650,1,1,9,12500000
1650,3,1,9,14500000
750,1,0,9,17000000
1000,2,1,9,9500000
1150,2,1,9,4500000
650,1,1,9,4700000
625,1,1,9,7000000
950,2,1,9,10500000
650,1,1,9,16500000
950,2,0,9,2100000
700,1,1,9,2064000
600,1,1,9,2100000
700,1,1,9,2888000
962,2,1,9,2100000
700,1,1,9,2064000
688,1,1,9,2100000
700,1,1,9,2064000
688,1,1,9,2064000
688,1,1,9,2898000
966,2,1,9,2886000
962,2,1,9,2100000
700,1,1,9,2064000
688,1,1,9,2100000
700,1,1,9,2064000
688,1,1,9,2898000
966,2,1,9,2886000
962,2,1,9,2064000
688,1,1,9,2100000
700,1,1,9,2064000
688,1,1,9,3400000
650,1,1,9,65000000
3200,5,1,9,3200000
610,1,1,9,2500000
560,1,1,9,2000000
510,1,1,9,18100000
1153,3,0,9,3200000
615,1,1,9,3200000
615,1,1,9,10900000
700,2,0,9,8700000
585,1,1,9,14500000
900,2,1,9,65000000
2664,3,1,9,11000000
600,1,1,9,9500000
510,1,1,9,12600000
885,2,1,9,11000000
592,1,1,9,2300000
450,1,1,9,2100000
425,1,1,9,2300000
425,1,1,9,2600000
570,1,1,9,6900000
700,1,1,9,2150000
425,1,0,9,2100000
410,1,1,9,7500000
920,2,1,9,7000000
720,1,1,9,7400000
950,1,1,9,9300000
1100,2,1,9,6000000
700,1,1,9,5000000
650,1,1,9,9500000
1120,2,1,9,23500000
1500,3,1,9,10000000
1125,2,1,9,5200000
650,1,1,9,5900000
725,1,0,9,13500000
931,3,0,9,11200000
676,2,0,9,14800000
880,3,0,9,13600000
1140,3,0,9,15000000
1170,2,1,9,9500000
660,1,0,9,21500000
1264,3,1,9,6998999
550,1,0,9,9500000
1150,2,1,9,6500000
700,1,1,9,6500000
700,1,1,9,6500000
650,1,1,9,6500000
650,1,1,9,6500000
711,1,1,9,11500000
1270,2,1,9,8000000
1050,2,1,9,15000000
1200,2,1,9,8000000
1100,2,1,9,8500000
1120,2,1,9,8500000
1120,2,1,9,6500000
950,2,1,9,34500000
2465,3,1,9,17000000
1450,3,1,9,17000000
1450,3,1,9,5500000
675,1,1,9,5500000
675,1,1,9,8499000
1050,2,1,9,8500000
1100,2,1,9,51500000
2095,5,0,9,14500000
1000,2,1,9,10000000
1100,2,1,9,15500000
850,2,1,9,36600000
1625,4,0,9,25500000
1750,3,1,9,27000000
1750,3,1,9,27900000
1245,3,0,9,25000000
1750,3,1,9,3500000
1250,2,0,9,2000000
1252,1,1,9,2300000
510,1,1,9,2300000
510,1,1,9,16299999
1090,2,1,9,12500000
800,2,1,9,21500000
1200,3,1,9,15200000
739,2,0,9,9500000
1200,2,1,9,5500000
650,1,1,9,4200000
720,1,1,9,4200000
720,1,1,9,4200000
675,1,1,9,6900000
1060,2,1,9,21000000
1075,2,1,9,6990000
450,1,0,9,15400000
711,2,0,9,19200000
863,3,0,9,21500000
1012,3,0,9,16000000
731,2,0,9,20200000
969,3,0,9,21400000
990,3,0,9,16500000
662,2,0,9,24000000
1452,3,1,9,10700000
660,1,1,9,8500000
685,1,1,9,8200000
685,1,1,9,17500000
1600,3,1,9,2700000
400,1,0,9,12900000
1860,3,0,9,5900000
632,1,0,9,8000000
976,2,0,9,47000000
1500,3,0,9,37500000
1200,2,0,9,3747999
833,2,0,9,40000000
790,2,1,9,4351000
967,2,0,9,14800000
800,1,0,9,18000000
850,2,0,9,6500000
400,1,0,9,10900000
876,2,0,9,11000000
535,1,1,9,14000000
1137,3,0,9,5500000
900,2,0,9,5700000
486,1,0,9,6900000
1130,2,0,9,4600000
650,1,0,9,25000000
1600,3,0,9,20000000
1250,2,0,9,11000000
1000,2,0,9,14800000
1300,3,0,9,9900000
784,2,0,9,13500000
1146,3,0,9,9000000
550,1,1,9,6900000
446,1,1,9,6900000
446,1,1,9,2200000
525,1,1,9,4140000
920,2,0,9,4500000
920,2,0,9,4500000
920,2,0,9,4600000
920,2,0,9,5500000
800,2,1,9,5500000
1080,2,1,9,4200000
655,1,1,9,10800000
928,2,0,9,4000000
550,1,0,9,13899999
900,2,0,9,8000000
2000,3,0,9,3000000
450,1,0,9,4000000
600,1,0,9,4500000
610,1,1,9,25000000
1250,2,1,9,51500000
1640,3,1,9,6350000
730,1,1,9,11800000
984,2,0,9,3000000
575,1,1,9,17200000
750,2,0,9,110000000
1850,4,1,9,4850000
900,2,1,9,13899999
992,2,0,9,8400000
1020,2,0,9,26500000
1450,3,1,9,3500000
300,1,1,9,3500000
300,1,1,9,5500000
400,1,1,9,29400000
1984,4,0,9,16500000
1249,3,0,9,11900000
1461,3,0,9,12300000
1044,3,0,9,26900000
1505,3,1,9,16800000
975,2,1,9,17500000
978,2,1,9,5500000
400,1,1,9,16900000
700,2,0,9,11900000
500,1,0,9,11000000
625,1,1,9,11100000
1205,1,1,9,9100000
1185,3,0,9,11500000
1390,3,0,9,43000000
1820,2,1,9,38000000
1690,2,1,9,28500000
1200,2,1,9,31000000
1200,1,1,9,41500000
1820,3,1,9,16500000
1150,2,1,9,16500000
1150,2,1,9,15500000
985,2,0,9,6000000
350,1,1,9,9200000
558,1,1,9,7000000
345,1,1,9,12500000
800,2,1,9,8000000
500,1,1,9,6200000
425,1,1,9,14200000
900,2,1,9,12500000
900,2,1,9,12200000
1150,2,1,9,16200000
975,2,1,9,12200000
1150,2,1,9,9100000
585,1,1,9,5100000
400,1,1,9,10000000
575,1,0,9,9800000
610,1,1,9,8750000
540,1,1,9,7800000
600,1,1,9,7400000
600,1,1,9,7400000
600,1,1,9,10000000
590,1,1,9,13500000
800,2,1,9,9500000
650,1,1,9,14000000
1050,2,1,9,8750000
540,1,1,9,18500000
1950,3,1,9,16800000
1050,2,1,9,25000000
1600,3,1,9,14500000
1150,2,1,9,10000000
650,1,1,9,14000000
800,2,1,9,13500000
850,2,1,9,14000000
750,2,1,9,7700000
590,1,1,9,10000000
600,1,1,9,9000000
610,1,1,9,22500000
1300,3,1,9,14500000
950,2,1,9,6800000
900,2,1,9,7000000
1135,2,1,9,4500000
738,1,1,9,3000000
830,2,1,9,3000000
830,2,1,9,4300000
657,1,1,9,14000000
1020,2,1,9,3700000
750,2,0,9,15500000
850,2,1,9,20000000
1500,3,1,9,5500000
650,1,1,9,8000000
800,2,1,9,24000000
2400,3,0,9,19500000
1600,3,1,9,8000000
350,1,1,9,7500000
950,2,1,9,8600000
1060,2,0,9,14000000
960,2,0,9,3425000
845,2,0,9,2500000
600,1,1,9,4300000
810,3,0,9,22500000
1100,3,1,9,9620000
1090,2,0,9,9100000
1082,2,0,9,10800000
1050,2,0,9,2000000
390,1,1,9,5000000
685,1,0,9,11000000
1096,2,0,9,8420000
960,2,0,9,4100000
640,1,1,9,16000000
810,2,1,9,10800000
928,2,0,9,60000000
2365,4,1,9,9500000
1050,2,1,9,8400000
1002,2,0,9,88699999
2500,4,0,9,2200000
589,1,1,9,4517000
500,1,0,9,18800000
772,2,0,9,15500000
1300,2,1,9,16200000
1100,2,1,9,19000000
1291,2,1,9,11500000
1000,2,1,9,2210000
580,1,0,9,6000000
650,2,1,9,2684000
650,1,0,9,9200000
945,2,1,9,8000000
800,2,1,9,24000000
2400,3,0,9,12900000
1125,2,0,9,4300000
657,1,1,9,14000000
1020,2,1,9,3700000
750,2,0,9,15500000
850,2,1,9,11500000
1000,2,1,9,6000000
650,2,1,9,2684000
650,1,0,9,9520000
1140,2,0,9,9200000
945,2,1,9,12900000
1125,2,0,9,10000000
1300,3,1,9,12000000
1340,3,1,9,9620000
1160,2,0,9,2669000
639,1,0,9,2779000
675,1,0,9,11200000
1060,2,0,9,6299000
759,1,1,9,4200000
685,1,1,9,5500000
1397,2,1,9,9900000
1020,3,0,9,40000000
893,2,0,9,16500000
1000,2,1,9,14900000
1050,2,0,9,75100000
2100,3,0,9,11900000
1461,3,0,9,26800000
1502,3,1,9,27000000
1502,3,1,9,2600000
375,1,0,9,5850000
625,1,0,9,30000000
2110,3,0,9,2378000
575,1,0,9,2283000
550,1,0,9,2435000
590,1,0,9,16299999
1145,2,0,9,11100000
1160,2,0,9,5577000
715,1,1,9,7800000
785,2,1,9,3329999
820,2,0,9,70000000
2500,4,1,9,49500000
1092,3,1,9,17500000
3200,5,1,9,2585000
618,1,0,9,2574000
615,1,0,9,2551000
609,1,0,9,16800000
1100,2,1,9,5500000
620,1,1,9,4095000
710,1,0,9,27000000
2200,3,1,9,9000000
925,2,1,9,14000000
1500,3,0,9,8500000
901,2,1,9,4600000
675,1,1,9,2500000
550,2,0,9,23500000
1090,2,1,9,7500000
600,1,1,9,5300000
695,1,1,9,7500000
970,2,1,9,7300000
970,2,1,9,2599000
600,1,0,9,2500000
560,1,0,9,8500000
901,2,1,9,2500000
550,2,0,9,2582000
670,1,0,9,8500000
810,2,1,9,24000000
955,2,1,9,6200000
550,1,1,9,9000000
924,2,0,9,6320000
384,1,0,9,8800000
1083,2,0,9,26400000
837,2,0,9,25000000
1100,2,1,9,15200000
513,1,1,9,5400000
720,1,1,9,5850000
520,1,0,9,3120000
530,1,0,9,8359999
930,2,0,9,9230000
1230,2,0,9,2100000
589,1,1,9,4500000
650,1,0,9,4200000
600,1,0,9,6450000
610,1,0,9,5760000
590,1,0,9,2174000
570,1,0,9,2156000
565,1,0,9,14900000
1489,3,0,9,15200000
1490,3,0,9,9700000
1100,2,1,9,23500000
1090,2,1,9,42000000
1820,2,1,9,7500000
600,1,1,9,13500000
985,2,1,9,30000000
2000,4,1,9,25000000
2000,3,1,9,43500000
2200,4,1,9,7000000
890,2,1,9,110000000
1843,4,0,9,8500000
1050,2,0,9,6500000
580,1,1,9,8000000
